sep=,
2022-02-22 09:28:45,0
2022-02-22 09:29:00,0
2022-02-22 09:29:15,0
2022-02-22 09:29:30,0
2022-02-22 09:29:45,0
2022-02-22 09:30:00,0
2022-02-22 09:30:15,0
2022-02-22 09:30:30,0
2022-02-22 09:30:45,0
2022-02-22 09:31:00,0
2022-02-22 09:31:15,0
2022-02-22 09:31:30,0
2022-02-22 09:31:45,0
2022-02-22 09:32:00,0
2022-02-22 09:32:15,0
2022-02-22 09:32:30,0
2022-02-22 09:32:45,0
2022-02-22 09:33:00,0
2022-02-22 09:33:15,0
2022-02-22 09:33:30,0
2022-02-22 09:33:45,0
2022-02-22 09:34:00,0
2022-02-22 09:34:15,0
2022-02-22 09:34:30,0
2022-02-22 09:34:45,0
2022-02-22 09:35:00,0
2022-02-22 09:35:15,0
2022-02-22 09:35:30,0
2022-02-22 09:35:45,0
2022-02-22 09:36:00,0
2022-02-22 09:36:15,0
2022-02-22 09:36:30,0
2022-02-22 09:36:45,0
2022-02-22 09:37:00,0
2022-02-22 09:37:15,0
2022-02-22 09:37:30,0
2022-02-22 09:37:45,0
2022-02-22 09:38:00,0
2022-02-22 09:38:15,0
2022-02-22 09:38:30,0
2022-02-22 09:38:45,0
2022-02-22 09:39:00,0
2022-02-22 09:39:15,0
2022-02-22 09:39:30,0
2022-02-22 09:39:45,0
2022-02-22 09:40:00,0
2022-02-22 09:40:15,0
2022-02-22 09:40:30,0

