,index,timestamp,input_rate,datetime,seconds,minutes,latency,throughput,lag,CPU_load,taskmanager,backpressure,idle_time,busy_time
22,22,2022-12-16 00:13:25,1963941.8545454545,2022-12-16 00:13:25,330,88.0,150.9955,1361362.5833333335,335217888.0,0.8507692307692308,13.0,25.8,0.3551008547008547,0.6374145299145298
23,23,2022-12-16 00:13:40,1912316.8909090904,2022-12-16 00:13:40,345,92.0,121.29916666666664,1939018.5333333327,333617072.0,0.8510769230769231,13.0,22.416666666666668,0.375474358974359,0.6174743589743589
24,24,2022-12-16 00:13:55,1886330.4545454544,2022-12-16 00:13:55,360,96.0,123.5975,2215939.5666666664,332782628.0,0.8613846153846153,13.0,22.08333333333333,0.3607115384615385,0.6310641025641025
25,25,2022-12-16 00:14:10,1902598.2,2022-12-16 00:14:10,375,100.0,111.96766666666667,2336773.8833333333,328397584.0,0.8378461538461538,13.0,23.33333333333333,0.3392628205128204,0.6509807692307692
26,26,2022-12-16 00:14:25,1926240.8545454545,2022-12-16 00:14:25,390,104.0,93.8325,2353863.0166666666,324784680.0,0.8420211161387633,13.0,18.0,0.3361334498834499,0.6563024475524476
27,27,2022-12-16 00:14:40,1944567.036363636,2022-12-16 00:14:40,405,108.0,108.90273333333333,1569242.011111111,324203378.3333333,0.0093994776968914,0.0,22.666666666666664,0.332236111111111,0.6587638888888889
28,28,2022-12-16 00:14:55,1950368.5636363635,2022-12-16 00:14:55,420,112.0,123.97296666666668,784621.0055555555,323622076.6666667,0.0155635235092207,3.0,24.333333333333336,0.3292435897435898,0.6618076923076923
29,29,2022-12-16 00:15:10,1886752.127272727,2022-12-16 00:15:10,435,116.0,139.0432,0.0,323040775.0,0.7111852489410142,11.0,16.333333333333336,0.1976041666666667,0.7988958333333332
30,30,2022-12-16 00:15:25,1822137.745454545,2022-12-16 00:15:25,450,120.0,136.6804,389321.85,327047225.0,0.778,11.0,23.0,0.3396045454545454,0.6539227272727273
31,31,2022-12-16 00:15:40,1753964.927272727,2022-12-16 00:15:40,465,124.0,168.9938,851527.2666666666,329206175.0,0.8363636363636363,11.0,13.142857142857144,0.3464805194805194,0.6492467532467533
32,32,2022-12-16 00:15:55,1713081.6545454543,2022-12-16 00:15:55,480,128.0,142.8402,1342171.3333333333,329603835.0,0.85,11.0,14.2,0.3429595041322313,0.6516636363636363
33,33,2022-12-16 00:16:10,1723359.3636363635,2022-12-16 00:16:10,495,132.0,145.2054,1828438.0833333333,329833920.0,0.8476755793226379,11.0,13.583333333333332,0.3790681818181817,0.615719696969697
34,34,2022-12-16 00:16:25,1733694.5636363635,2022-12-16 00:16:25,510,136.0,145.8894,1937543.9166666665,330999770.0,0.8496363636363636,11.0,10.75,0.3426363636363636,0.653598484848485
35,35,2022-12-16 00:16:40,1742779.8727272726,2022-12-16 00:16:40,525,140.0,144.20479999999998,1970529.0833333333,328458228.0,0.8378181818181818,11.0,10.416666666666666,0.3397424242424242,0.656560606060606
