timestamp,value
2022-12-19 18:40:59,6.0
2022-12-19 18:41:14,6.0
2022-12-19 18:41:29,6.0
2022-12-19 18:41:44,6.0
2022-12-19 18:41:59,6.0
2022-12-19 18:42:44,2.0
2022-12-19 18:42:59,6.0
2022-12-19 18:43:14,6.0
2022-12-19 18:43:29,6.0
2022-12-19 18:43:44,6.0
2022-12-19 18:43:59,6.0
2022-12-19 18:44:14,6.0
2022-12-19 18:44:29,4.0
2022-12-19 18:45:14,6.0
2022-12-19 18:45:29,6.0
2022-12-19 18:45:44,6.0
2022-12-19 18:45:59,6.0
2022-12-19 18:46:14,6.0
2022-12-19 18:46:29,6.0
2022-12-19 18:46:44,6.0
2022-12-19 18:47:29,8.0
2022-12-19 18:47:44,8.0
2022-12-19 18:47:59,8.0
2022-12-19 18:48:14,8.0
2022-12-19 18:48:29,8.0
2022-12-19 18:48:44,8.0
2022-12-19 18:48:59,8.0
2022-12-19 18:49:29,4.0
2022-12-19 18:49:44,10.0
2022-12-19 18:49:59,10.0
2022-12-19 18:50:14,10.0
2022-12-19 18:50:29,10.0
2022-12-19 18:50:44,10.0
2022-12-19 18:50:59,10.0
2022-12-19 18:51:14,10.0
2022-12-19 18:51:29,10.0
2022-12-19 18:52:14,10.0
2022-12-19 18:52:29,10.0
2022-12-19 18:52:44,10.0
2022-12-19 18:52:59,10.0
2022-12-19 18:53:14,10.0
2022-12-19 18:53:29,10.0
2022-12-19 18:53:44,10.0
2022-12-19 18:54:29,2.0
2022-12-19 18:54:44,10.0
2022-12-19 18:54:59,10.0
2022-12-19 18:55:14,10.0
2022-12-19 18:55:29,10.0
2022-12-19 18:55:44,10.0
2022-12-19 18:55:59,10.0
2022-12-19 18:56:14,8.0
2022-12-19 18:56:59,12.0
2022-12-19 18:57:14,12.0
2022-12-19 18:57:29,12.0
2022-12-19 18:57:44,12.0
2022-12-19 18:57:59,12.0
2022-12-19 18:58:14,12.0
2022-12-19 18:58:29,12.0
2022-12-19 18:59:14,16.0
2022-12-19 18:59:29,16.0
2022-12-19 18:59:44,16.0
2022-12-19 18:59:59,16.0
2022-12-19 19:00:14,16.0
2022-12-19 19:00:29,16.0
2022-12-19 19:00:44,16.0
2022-12-19 19:00:59,8.0
2022-12-19 19:01:44,16.0
2022-12-19 19:01:59,16.0
2022-12-19 19:02:14,16.0
2022-12-19 19:02:29,16.0
2022-12-19 19:02:44,16.0
2022-12-19 19:02:59,16.0
2022-12-19 19:03:14,16.0
2022-12-19 19:03:59,4.0
2022-12-19 19:04:14,12.0
2022-12-19 19:04:29,12.0
2022-12-19 19:04:44,12.0
2022-12-19 19:04:59,12.0
2022-12-19 19:05:14,12.0
2022-12-19 19:05:29,12.0
2022-12-19 19:06:14,4.0
2022-12-19 19:06:29,12.0
2022-12-19 19:06:44,12.0
2022-12-19 19:06:59,12.0
2022-12-19 19:07:14,12.0
2022-12-19 19:07:29,12.0
2022-12-19 19:07:44,12.0
2022-12-19 19:07:59,12.0
2022-12-19 19:08:44,16.0
2022-12-19 19:08:59,16.0
2022-12-19 19:09:14,16.0
2022-12-19 19:09:29,16.0
2022-12-19 19:09:44,16.0
2022-12-19 19:09:59,16.0
2022-12-19 19:10:14,16.0
2022-12-19 19:10:59,8.0
2022-12-19 19:11:14,16.0
2022-12-19 19:11:29,16.0
2022-12-19 19:11:44,16.0
2022-12-19 19:11:59,16.0
2022-12-19 19:12:14,16.0
2022-12-19 19:12:29,16.0
2022-12-19 19:12:44,8.0
2022-12-19 19:13:29,16.0
2022-12-19 19:13:44,16.0
2022-12-19 19:13:59,16.0
2022-12-19 19:14:14,16.0
2022-12-19 19:14:29,16.0
2022-12-19 19:14:44,16.0
2022-12-19 19:14:59,16.0
2022-12-19 19:15:44,12.0
2022-12-19 19:15:59,12.0
2022-12-19 19:16:14,12.0
2022-12-19 19:16:29,12.0
2022-12-19 19:16:44,12.0
2022-12-19 19:16:59,12.0
2022-12-19 19:17:14,12.0
2022-12-19 19:17:29,4.0
2022-12-19 19:18:14,10.0
2022-12-19 19:18:29,10.0
2022-12-19 19:18:44,10.0
2022-12-19 19:18:59,10.0
2022-12-19 19:19:14,10.0
2022-12-19 19:19:29,10.0
2022-12-19 19:19:44,10.0
2022-12-19 19:20:29,8.0
2022-12-19 19:20:44,8.0
2022-12-19 19:20:59,8.0
2022-12-19 19:21:14,8.0
2022-12-19 19:21:29,8.0
2022-12-19 19:21:44,8.0
2022-12-19 19:21:59,8.0
2022-12-19 19:22:59,8.0
2022-12-19 19:23:14,8.0
2022-12-19 19:23:29,8.0
2022-12-19 19:23:44,8.0
2022-12-19 19:23:59,8.0
2022-12-19 19:24:14,8.0
2022-12-19 19:24:29,8.0
2022-12-19 19:25:14,6.0
2022-12-19 19:25:29,6.0
2022-12-19 19:25:44,6.0
2022-12-19 19:25:59,6.0
2022-12-19 19:26:14,6.0
2022-12-19 19:26:29,6.0
2022-12-19 19:26:44,6.0
2022-12-19 19:27:29,4.0
2022-12-19 19:27:44,6.0
2022-12-19 19:27:59,6.0
2022-12-19 19:28:14,6.0
2022-12-19 19:28:29,6.0
2022-12-19 19:28:44,6.0
2022-12-19 19:28:59,6.0
2022-12-19 19:29:14,6.0
2022-12-19 19:29:29,6.0
2022-12-19 19:29:59,6.0
2022-12-19 19:30:14,6.0
2022-12-19 19:30:29,6.0
2022-12-19 19:30:44,6.0
2022-12-19 19:30:59,6.0
2022-12-19 19:31:14,6.0
2022-12-19 19:31:29,6.0
2022-12-19 19:31:44,6.0
2022-12-19 19:32:29,4.0
2022-12-19 19:32:44,4.0
2022-12-19 19:32:59,4.0
2022-12-19 19:33:14,4.0
2022-12-19 19:33:29,4.0
2022-12-19 19:33:44,4.0
2022-12-19 19:33:59,4.0
2022-12-19 19:34:14,2.0
2022-12-19 19:34:44,2.0
2022-12-19 19:34:59,4.0
2022-12-19 19:35:14,4.0
2022-12-19 19:35:29,4.0
2022-12-19 19:35:44,4.0
2022-12-19 19:35:59,4.0
2022-12-19 19:36:14,4.0
2022-12-19 19:36:29,4.0
2022-12-19 19:36:44,4.0
2022-12-19 19:36:59,4.0
2022-12-19 19:37:29,4.0
2022-12-19 19:37:44,4.0
2022-12-19 19:37:59,4.0
2022-12-19 19:38:14,4.0
2022-12-19 19:38:29,4.0
2022-12-19 19:38:44,4.0
2022-12-19 19:38:59,4.0
2022-12-19 19:39:14,4.0
2022-12-19 19:39:59,4.0
2022-12-19 19:40:14,6.0
2022-12-19 19:40:29,6.0
2022-12-19 19:40:44,6.0
2022-12-19 19:40:59,6.0
2022-12-19 19:41:14,6.0
2022-12-19 19:41:29,6.0
2022-12-19 19:41:44,2.0
2022-12-19 19:42:29,4.0
2022-12-19 19:42:44,4.0
2022-12-19 19:42:59,4.0
2022-12-19 19:43:14,4.0
2022-12-19 19:43:29,4.0
2022-12-19 19:43:44,4.0
2022-12-19 19:43:59,4.0
2022-12-19 19:44:29,6.0
2022-12-19 19:44:44,6.0
2022-12-19 19:44:59,6.0
2022-12-19 19:45:14,6.0
2022-12-19 19:45:29,6.0
2022-12-19 19:45:44,6.0
2022-12-19 19:45:59,6.0
2022-12-19 19:46:14,6.0
2022-12-19 19:46:29,2.0
2022-12-19 19:47:44,8.0
2022-12-19 19:47:59,8.0
2022-12-19 19:48:14,8.0
2022-12-19 19:48:29,8.0
2022-12-19 19:48:44,8.0
2022-12-19 19:49:29,8.0
2022-12-19 19:49:44,8.0
2022-12-19 19:49:59,8.0
2022-12-19 19:50:14,8.0
2022-12-19 19:50:29,8.0
2022-12-19 19:50:44,8.0
2022-12-19 19:50:59,8.0
2022-12-19 19:51:29,4.0
2022-12-19 19:51:44,10.0
2022-12-19 19:51:59,10.0
2022-12-19 19:52:14,10.0
2022-12-19 19:52:29,10.0
2022-12-19 19:52:44,10.0
2022-12-19 19:52:59,10.0
2022-12-19 19:53:14,10.0
2022-12-19 19:53:29,10.0
2022-12-19 19:54:14,10.0
2022-12-19 19:54:29,10.0
2022-12-19 19:54:44,10.0
2022-12-19 19:54:59,10.0
2022-12-19 19:55:14,10.0
2022-12-19 19:55:29,10.0
2022-12-19 19:55:44,10.0
2022-12-19 19:56:29,8.0
2022-12-19 19:56:44,12.0
2022-12-19 19:56:59,12.0
2022-12-19 19:57:14,12.0
2022-12-19 19:57:29,12.0
2022-12-19 19:57:44,12.0
2022-12-19 19:57:59,12.0
2022-12-19 19:58:14,8.0
2022-12-19 19:58:59,12.0
2022-12-19 19:59:14,12.0
2022-12-19 19:59:29,12.0
2022-12-19 19:59:44,12.0
2022-12-19 19:59:59,12.0
2022-12-19 20:00:14,12.0
2022-12-19 20:00:29,12.0
2022-12-19 20:01:29,16.0
2022-12-19 20:01:44,16.0
2022-12-19 20:01:59,16.0
2022-12-19 20:02:14,16.0
2022-12-19 20:02:29,16.0
2022-12-19 20:02:44,16.0
2022-12-19 20:02:59,8.0
2022-12-19 20:03:44,12.0
2022-12-19 20:03:59,12.0
2022-12-19 20:04:14,12.0
2022-12-19 20:04:29,12.0
2022-12-19 20:04:44,12.0
2022-12-19 20:04:59,12.0
2022-12-19 20:05:14,12.0
2022-12-19 20:05:59,16.0
2022-12-19 20:06:14,16.0
2022-12-19 20:06:29,16.0
2022-12-19 20:06:44,16.0
2022-12-19 20:06:59,16.0
2022-12-19 20:07:14,16.0
2022-12-19 20:07:29,16.0
2022-12-19 20:07:44,6.0
2022-12-19 20:08:44,16.0
2022-12-19 20:08:59,16.0
2022-12-19 20:09:14,16.0
2022-12-19 20:09:29,16.0
2022-12-19 20:09:44,16.0
2022-12-19 20:09:59,16.0
2022-12-19 20:10:29,12.0
2022-12-19 20:10:44,12.0
2022-12-19 20:10:59,12.0
2022-12-19 20:11:14,12.0
2022-12-19 20:11:29,12.0
2022-12-19 20:11:44,12.0
2022-12-19 20:11:59,12.0
2022-12-19 20:12:14,12.0
2022-12-19 20:13:14,16.0
2022-12-19 20:13:29,16.0
2022-12-19 20:13:44,16.0
2022-12-19 20:13:59,16.0
2022-12-19 20:14:14,16.0
2022-12-19 20:14:29,16.0
2022-12-19 20:14:44,16.0
2022-12-19 20:15:29,12.0
2022-12-19 20:15:44,12.0
2022-12-19 20:15:59,12.0
2022-12-19 20:16:14,12.0
2022-12-19 20:16:29,12.0
2022-12-19 20:16:44,12.0
2022-12-19 20:16:59,12.0
2022-12-19 20:17:44,6.0
2022-12-19 20:17:59,10.0
2022-12-19 20:18:14,10.0
2022-12-19 20:18:29,10.0
2022-12-19 20:18:44,10.0
2022-12-19 20:18:59,10.0
2022-12-19 20:19:14,10.0
2022-12-19 20:19:29,8.0
2022-12-19 20:20:14,10.0
2022-12-19 20:20:29,10.0
2022-12-19 20:20:44,10.0
2022-12-19 20:20:59,10.0
2022-12-19 20:21:14,10.0
2022-12-19 20:21:29,10.0
2022-12-19 20:21:44,10.0
2022-12-19 20:22:29,4.0
2022-12-19 20:22:44,2.0
2022-12-19 20:22:59,8.0
2022-12-19 20:23:14,8.0
2022-12-19 20:23:29,8.0
2022-12-19 20:23:44,8.0
2022-12-19 20:23:59,8.0
2022-12-19 20:24:14,4.0
2022-12-19 20:24:59,4.0
2022-12-19 20:25:14,4.0
2022-12-19 20:25:29,4.0
2022-12-19 20:25:44,4.0
