timestamp,task_name,value
2022-12-19 16:51:50,LatencySink,29031.883333333335
2022-12-19 16:52:05,LatencySink,45522.11666666667
2022-12-19 16:52:20,LatencySink,52647.98333333333
2022-12-19 16:52:35,LatencySink,57882.333333333336
2022-12-19 16:52:50,LatencySink,71117.23333333334
2022-12-19 16:53:05,LatencySink,63863.65
2022-12-19 16:53:20,LatencySink,69219.38333333333
2022-12-19 16:54:05,LatencySink,0.0
2022-12-19 16:54:20,LatencySink,4465.083333333333
2022-12-19 16:54:35,LatencySink,16981.7
2022-12-19 16:54:50,LatencySink,34626.26666666667
2022-12-19 16:55:05,LatencySink,50559.55
2022-12-19 16:55:20,LatencySink,62563.833333333336
2022-12-19 16:55:35,LatencySink,66651.68333333333
2022-12-19 16:56:35,LatencySink,5966.083333333333
2022-12-19 16:56:50,LatencySink,20219.35
2022-12-19 16:57:05,LatencySink,37253.48333333333
2022-12-19 16:57:20,LatencySink,55732.11666666667
2022-12-19 16:57:35,LatencySink,68910.83333333333
2022-12-19 16:57:50,LatencySink,74137.13333333333
2022-12-19 16:58:05,LatencySink,76914.75
2022-12-19 16:58:20,LatencySink,78440.53333333334
2022-12-19 16:58:35,LatencySink,79054.45
2022-12-19 16:58:50,LatencySink,78612.61666666667
2022-12-19 16:59:05,LatencySink,67394.48333333334
2022-12-19 16:59:20,LatencySink,51673.45
2022-12-19 16:59:35,LatencySink,35456.8
2022-12-19 16:59:50,LatencySink,19570.05
2022-12-19 17:00:05,LatencySink,14170.016666666666
2022-12-19 17:00:20,LatencySink,13075.65
2022-12-19 17:00:35,LatencySink,12322.65
2022-12-19 17:01:35,LatencySink,889.3666666666667
2022-12-19 17:01:50,LatencySink,9844.933333333332
2022-12-19 17:02:05,LatencySink,12511.8
2022-12-19 17:02:20,LatencySink,15108.75
2022-12-19 17:02:35,LatencySink,16760.283333333333
2022-12-19 17:02:50,LatencySink,9882.35
2022-12-19 17:03:05,LatencySink,9338.966666666667
2022-12-19 17:03:50,LatencySink,0.0
2022-12-19 17:04:05,LatencySink,7735.0
2022-12-19 17:04:20,LatencySink,10070.983333333334
2022-12-19 17:04:35,LatencySink,12041.533333333333
2022-12-19 17:04:50,LatencySink,13656.533333333333
2022-12-19 17:05:05,LatencySink,7555.95
2022-12-19 17:05:20,LatencySink,6834.3
2022-12-19 17:06:20,LatencySink,4865.55
2022-12-19 17:06:35,LatencySink,6982.566666666667
2022-12-19 17:06:50,LatencySink,8536.816666666668
2022-12-19 17:07:05,LatencySink,10071.95
2022-12-19 17:07:20,LatencySink,6744.266666666666
2022-12-19 17:07:35,LatencySink,5961.166666666667
2022-12-19 17:07:50,LatencySink,5578.933333333333
2022-12-19 17:08:35,LatencySink,1650.9833333333333
2022-12-19 17:08:50,LatencySink,4809.366666666667
2022-12-19 17:09:05,LatencySink,6259.166666666667
2022-12-19 17:09:20,LatencySink,7699.95
2022-12-19 17:09:35,LatencySink,7196.883333333333
2022-12-19 17:09:50,LatencySink,5012.166666666667
2022-12-19 17:10:05,LatencySink,4534.933333333333
2022-12-19 17:10:50,LatencySink,0.0
2022-12-19 17:11:05,LatencySink,2267.35
2022-12-19 17:11:20,LatencySink,5139.433333333333
2022-12-19 17:11:35,LatencySink,6602.633333333333
2022-12-19 17:11:50,LatencySink,8311.25
2022-12-19 17:12:05,LatencySink,7752.583333333333
2022-12-19 17:12:20,LatencySink,6602.133333333333
2022-12-19 17:12:35,LatencySink,6796.5
2022-12-19 17:13:20,LatencySink,0.0
2022-12-19 17:13:35,LatencySink,3867.7166666666667
2022-12-19 17:13:50,LatencySink,6998.466666666666
2022-12-19 17:14:05,LatencySink,10735.0
2022-12-19 17:14:20,LatencySink,12898.416666666666
2022-12-19 17:14:35,LatencySink,10900.65
2022-12-19 17:14:50,LatencySink,9392.933333333332
2022-12-19 17:15:05,LatencySink,7268.833333333333
2022-12-19 17:15:20,LatencySink,6716.0
2022-12-19 17:15:35,LatencySink,6799.9
2022-12-19 17:15:50,LatencySink,7434.566666666667
2022-12-19 17:16:35,LatencySink,0.0
2022-12-19 17:16:50,LatencySink,1397.0166666666667
2022-12-19 17:17:05,LatencySink,4588.55
2022-12-19 17:17:20,LatencySink,8115.783333333334
2022-12-19 17:17:35,LatencySink,11056.133333333333
2022-12-19 17:17:50,LatencySink,12474.233333333334
2022-12-19 17:18:05,LatencySink,12197.683333333332
2022-12-19 17:18:50,LatencySink,1824.45
2022-12-19 17:19:05,LatencySink,6071.75
2022-12-19 17:19:20,LatencySink,10502.883333333333
2022-12-19 17:19:35,LatencySink,15295.333333333334
2022-12-19 17:19:50,LatencySink,18321.75
2022-12-19 17:20:05,LatencySink,18507.1
2022-12-19 17:20:20,LatencySink,18413.25
2022-12-19 17:20:35,LatencySink,18044.9
2022-12-19 17:21:20,LatencySink,0.0
2022-12-19 17:21:35,LatencySink,1803.4166666666667
2022-12-19 17:21:50,LatencySink,7357.316666666667
2022-12-19 17:22:05,LatencySink,11909.5
2022-12-19 17:22:20,LatencySink,16377.383333333333
2022-12-19 17:22:35,LatencySink,18887.533333333333
2022-12-19 17:22:50,LatencySink,17870.316666666666
2022-12-19 17:23:50,LatencySink,2975.383333333333
2022-12-19 17:24:05,LatencySink,7742.15
2022-12-19 17:24:20,LatencySink,12855.666666666666
2022-12-19 17:24:35,LatencySink,17967.433333333334
2022-12-19 17:24:50,LatencySink,19758.15
2022-12-19 17:25:05,LatencySink,19884.6
2022-12-19 17:25:20,LatencySink,19990.116666666665
2022-12-19 17:26:05,LatencySink,0.0
2022-12-19 17:26:20,LatencySink,1489.8666666666666
2022-12-19 17:26:35,LatencySink,6232.2
2022-12-19 17:26:50,LatencySink,11237.85
2022-12-19 17:27:05,LatencySink,15991.0
2022-12-19 17:27:20,LatencySink,18785.216666666667
2022-12-19 17:27:35,LatencySink,18246.183333333334
2022-12-19 17:28:35,LatencySink,1098.4333333333334
2022-12-19 17:28:50,LatencySink,7277.55
2022-12-19 17:29:05,LatencySink,12039.983333333334
2022-12-19 17:29:20,LatencySink,17949.533333333333
2022-12-19 17:29:35,LatencySink,21484.683333333334
2022-12-19 17:29:50,LatencySink,20583.216666666667
2022-12-19 17:30:05,LatencySink,20751.35
2022-12-19 17:30:50,LatencySink,0.0
2022-12-19 17:31:05,LatencySink,3506.1666666666665
2022-12-19 17:31:20,LatencySink,9810.283333333333
2022-12-19 17:31:35,LatencySink,16020.15
2022-12-19 17:31:50,LatencySink,44532.933333333334
2022-12-19 17:32:05,LatencySink,47917.86666666667
2022-12-19 17:32:20,LatencySink,51502.38333333333
2022-12-19 17:33:05,LatencySink,0.0
2022-12-19 17:33:20,LatencySink,1048.05
2022-12-19 17:33:35,LatencySink,10870.083333333334
2022-12-19 17:33:50,LatencySink,21346.55
2022-12-19 17:34:05,LatencySink,33336.35
2022-12-19 17:34:20,LatencySink,39345.25
2022-12-19 17:34:35,LatencySink,35547.066666666666
2022-12-19 17:34:50,LatencySink,43724.95
2022-12-19 17:35:05,LatencySink,40764.566666666666
2022-12-19 17:35:50,LatencySink,0.0
2022-12-19 17:36:05,LatencySink,20373.183333333334
2022-12-19 17:36:20,LatencySink,37419.8
2022-12-19 17:36:35,LatencySink,49737.05
2022-12-19 17:36:50,LatencySink,57521.03333333333
2022-12-19 17:37:05,LatencySink,43753.333333333336
2022-12-19 17:37:20,LatencySink,52393.2
2022-12-19 17:38:20,LatencySink,15486.1
2022-12-19 17:38:35,LatencySink,30120.083333333332
2022-12-19 17:38:50,LatencySink,39841.166666666664
2022-12-19 17:39:05,LatencySink,56518.166666666664
2022-12-19 17:39:20,LatencySink,48590.28333333333
2022-12-19 17:39:35,LatencySink,73737.6
2022-12-19 17:39:50,LatencySink,74804.31666666667
2022-12-19 17:40:35,LatencySink,0.0
2022-12-19 17:40:50,LatencySink,8812.983333333334
2022-12-19 17:41:05,LatencySink,21557.15
2022-12-19 17:41:20,LatencySink,38372.55
2022-12-19 17:41:35,LatencySink,47405.433333333334
2022-12-19 17:41:50,LatencySink,80260.88333333333
2022-12-19 17:42:05,LatencySink,77592.21666666666
2022-12-19 17:43:05,LatencySink,4034.0833333333335
2022-12-19 17:43:20,LatencySink,21123.55
2022-12-19 17:43:35,LatencySink,34448.333333333336
2022-12-19 17:43:50,LatencySink,43765.51666666667
2022-12-19 17:44:05,LatencySink,53061.73333333333
2022-12-19 17:44:20,LatencySink,72869.2
2022-12-19 17:45:20,LatencySink,0.0
2022-12-19 17:45:35,LatencySink,19911.6
2022-12-19 17:45:50,LatencySink,35182.25
2022-12-19 17:46:05,LatencySink,52824.816666666666
2022-12-19 17:46:20,LatencySink,74651.36666666667
2022-12-19 17:46:35,LatencySink,66351.83333333333
2022-12-19 17:46:50,LatencySink,64599.8
2022-12-19 17:47:50,LatencySink,8323.483333333334
2022-12-19 17:48:05,LatencySink,21596.233333333334
2022-12-19 17:48:20,LatencySink,38539.9
2022-12-19 17:48:35,LatencySink,58073.933333333334
2022-12-19 17:48:50,LatencySink,59164.28333333333
2022-12-19 17:49:05,LatencySink,72557.36666666667
2022-12-19 17:49:20,LatencySink,71734.61666666667
2022-12-19 17:50:05,LatencySink,0.0
2022-12-19 17:50:20,LatencySink,16807.716666666667
2022-12-19 17:50:35,LatencySink,30891.733333333334
2022-12-19 17:50:50,LatencySink,44739.55
2022-12-19 17:51:05,LatencySink,59231.48333333333
2022-12-19 17:51:20,LatencySink,55135.73333333333
2022-12-19 17:51:35,LatencySink,60529.28333333333
2022-12-19 17:53:05,LatencySink,0.0
2022-12-19 17:53:20,LatencySink,15569.133333333333
2022-12-19 17:53:35,LatencySink,30619.783333333333
2022-12-19 17:53:50,LatencySink,45536.85
2022-12-19 17:54:05,LatencySink,59925.13333333333
2022-12-19 17:54:50,LatencySink,0.0
2022-12-19 17:55:05,LatencySink,40613.316666666666
2022-12-19 17:55:20,LatencySink,54541.35
2022-12-19 17:55:35,LatencySink,67640.46666666666
2022-12-19 17:55:50,LatencySink,90122.08333333333
2022-12-19 17:56:05,LatencySink,63306.7
2022-12-19 17:56:20,LatencySink,65153.916666666664
2022-12-19 17:57:20,LatencySink,0.0
2022-12-19 17:57:35,LatencySink,12184.25
2022-12-19 17:57:50,LatencySink,28035.166666666668
2022-12-19 17:58:05,LatencySink,45874.63333333333
2022-12-19 17:58:20,LatencySink,64418.11666666667
2022-12-19 17:58:35,LatencySink,70539.98333333334
2022-12-19 17:58:50,LatencySink,75320.58333333333
2022-12-19 17:59:05,LatencySink,78957.48333333334
2022-12-19 18:00:05,LatencySink,0.0
2022-12-19 18:00:20,LatencySink,0.0
