sep=,
2022-02-21 16:43:45,
2022-02-21 16:44:00,
2022-02-21 16:44:15,
2022-02-21 16:44:30,
2022-02-21 16:44:45,
2022-02-21 16:45:00,
2022-02-21 16:45:15,
2022-02-21 16:45:30,
2022-02-21 16:45:45,
2022-02-21 16:46:00,
2022-02-21 16:46:15,
2022-02-21 16:46:30,
2022-02-21 16:46:45,
2022-02-21 16:47:00,
2022-02-21 16:47:15,
2022-02-21 16:47:30,
2022-02-21 16:47:45,
2022-02-21 16:48:00,
2022-02-21 16:48:15,
2022-02-21 16:48:30,
2022-02-21 16:48:45,
2022-02-21 16:49:00,
2022-02-21 16:49:15,
2022-02-21 16:49:30,
2022-02-21 16:49:45,
2022-02-21 16:50:00,
2022-02-21 16:50:15,
2022-02-21 16:50:30,
2022-02-21 16:50:45,
2022-02-21 16:51:00,
2022-02-21 16:51:15,
2022-02-21 16:51:30,
2022-02-21 16:51:45,
2022-02-21 16:52:00,
2022-02-21 16:52:15,
2022-02-21 16:52:30,
2022-02-21 16:52:45,
2022-02-21 16:53:00,
2022-02-21 16:53:15,
2022-02-21 16:53:30,
2022-02-21 16:53:45,
2022-02-21 16:54:00,
2022-02-21 16:54:15,
2022-02-21 16:54:30,
2022-02-21 16:54:45,
2022-02-21 16:55:00,
2022-02-21 16:55:15,
2022-02-21 16:55:30,
2022-02-21 16:55:45,
2022-02-21 16:56:00,
2022-02-21 16:56:15,
2022-02-21 16:56:30,
2022-02-21 16:56:45,
2022-02-21 16:57:00,
2022-02-21 16:57:15,
2022-02-21 16:57:30,
2022-02-21 16:57:45,
2022-02-21 16:58:00,
2022-02-21 16:58:15,
2022-02-21 16:58:30,
2022-02-21 16:58:45,
2022-02-21 16:59:00,
2022-02-21 16:59:15,
2022-02-21 16:59:30,
2022-02-21 16:59:45,
2022-02-21 17:00:00,
2022-02-21 17:00:15,
2022-02-21 17:00:30,
2022-02-21 17:00:45,
2022-02-21 17:01:00,
2022-02-21 17:01:15,
2022-02-21 17:01:30,
2022-02-21 17:01:45,
2022-02-21 17:02:00,
2022-02-21 17:02:15,
2022-02-21 17:02:30,
2022-02-21 17:02:45,
2022-02-21 17:03:00,
2022-02-21 17:03:15,
2022-02-21 17:03:30,
2022-02-21 17:03:45,
2022-02-21 17:04:00,
2022-02-21 17:04:15,
2022-02-21 17:04:30,
2022-02-21 17:04:45,
2022-02-21 17:05:00,
2022-02-21 17:05:15,
2022-02-21 17:05:30,
2022-02-21 17:05:45,
2022-02-21 17:06:00,
2022-02-21 17:06:15,
2022-02-21 17:06:30,
2022-02-21 17:06:45,
2022-02-21 17:07:00,
2022-02-21 17:07:15,
2022-02-21 17:07:30,
2022-02-21 17:07:45,
2022-02-21 17:08:00,
2022-02-21 17:08:15,
2022-02-21 17:08:30,
2022-02-21 17:08:45,
2022-02-21 17:09:00,
2022-02-21 17:09:15,
2022-02-21 17:09:30,
2022-02-21 17:09:45,
2022-02-21 17:10:00,
2022-02-21 17:10:15,
2022-02-21 17:10:30,
2022-02-21 17:10:45,
2022-02-21 17:11:00,
2022-02-21 17:11:15,
2022-02-21 17:11:30,
2022-02-21 17:11:45,
2022-02-21 17:12:00,
2022-02-21 17:12:15,
2022-02-21 17:12:30,
2022-02-21 17:12:45,
2022-02-21 17:13:00,
2022-02-21 17:13:15,
2022-02-21 17:13:30,
2022-02-21 17:13:45,
2022-02-21 17:14:00,
2022-02-21 17:14:15,
2022-02-21 17:14:30,
2022-02-21 17:14:45,
2022-02-21 17:15:00,
2022-02-21 17:15:15,
2022-02-21 17:15:30,
2022-02-21 17:15:45,
2022-02-21 17:16:00,
2022-02-21 17:16:15,
2022-02-21 17:16:30,
2022-02-21 17:16:45,
2022-02-21 17:17:00,
2022-02-21 17:17:15,
2022-02-21 17:17:30,
2022-02-21 17:17:45,
2022-02-21 17:18:00,
2022-02-21 17:18:15,
2022-02-21 17:18:30,
2022-02-21 17:18:45,
2022-02-21 17:19:00,
2022-02-21 17:19:15,
2022-02-21 17:19:30,
2022-02-21 17:19:45,
2022-02-21 17:20:00,
2022-02-21 17:20:15,
2022-02-21 17:20:30,
2022-02-21 17:20:45,
2022-02-21 17:21:00,
2022-02-21 17:21:15,
2022-02-21 17:21:30,
2022-02-21 17:21:45,
2022-02-21 17:22:00,
2022-02-21 17:22:15,
2022-02-21 17:22:30,
2022-02-21 17:22:45,
2022-02-21 17:23:00,
2022-02-21 17:23:15,
2022-02-21 17:23:30,
2022-02-21 17:23:45,
2022-02-21 17:24:00,
2022-02-21 17:24:15,
2022-02-21 17:24:30,
2022-02-21 17:24:45,
2022-02-21 17:25:00,
2022-02-21 17:25:15,
2022-02-21 17:25:30,0
2022-02-21 17:25:45,0
2022-02-21 17:26:00,0
2022-02-21 17:26:15,0
2022-02-21 17:26:30,29096
2022-02-21 17:26:45,151206
2022-02-21 17:27:00,242027
2022-02-21 17:27:15,343739
2022-02-21 17:27:30,423169
2022-02-21 17:27:45,508046
2022-02-21 17:28:00,779496
2022-02-21 17:28:15,839070
2022-02-21 17:28:30,931660
2022-02-21 17:28:45,976204
2022-02-21 17:29:00,1012618
2022-02-21 17:29:15,1042791
2022-02-21 17:29:30,
2022-02-21 17:29:45,1531998
2022-02-21 17:30:00,1589306
2022-02-21 17:30:15,1611437
2022-02-21 17:30:30,1851088
2022-02-21 17:30:45,2010820
2022-02-21 17:31:00,2054771
2022-02-21 17:31:15,2056334
2022-02-21 17:31:30,2031713
2022-02-21 17:31:45,2519711
2022-02-21 17:32:00,2557105
2022-02-21 17:32:15,2565047
2022-02-21 17:32:30,2565047
2022-02-21 17:32:45,
2022-02-21 17:33:00,3033390
2022-02-21 17:33:15,3050070
2022-02-21 17:33:30,3050160
2022-02-21 17:33:45,2793348
2022-02-21 17:34:00,2790446
2022-02-21 17:34:15,2539423
2022-02-21 17:34:30,2472114
2022-02-21 17:34:45,2187219
2022-02-21 17:35:00,2110891
2022-02-21 17:35:15,1819422
2022-02-21 17:35:30,1755083
2022-02-21 17:35:45,1456183
2022-02-21 17:36:00,1361029
2022-02-21 17:36:15,1050497
2022-02-21 17:36:30,957242
2022-02-21 17:36:45,657331
2022-02-21 17:37:00,558897
2022-02-21 17:37:15,357543
2022-02-21 17:37:30,243470
2022-02-21 17:37:45,183696
2022-02-21 17:38:00,58195
2022-02-21 17:38:15,58056
2022-02-21 17:38:30,1627
2022-02-21 17:38:45,895
2022-02-21 17:39:00,1145
2022-02-21 17:39:15,826
2022-02-21 17:39:30,920
2022-02-21 17:39:45,789
2022-02-21 17:40:00,595
2022-02-21 17:40:15,556
2022-02-21 17:40:30,437
2022-02-21 17:40:45,515
2022-02-21 17:41:00,539
2022-02-21 17:41:15,522
2022-02-21 17:41:30,625
2022-02-21 17:41:45,531
2022-02-21 17:42:00,614
2022-02-21 17:42:15,668
2022-02-21 17:42:30,699
2022-02-21 17:42:45,953
2022-02-21 17:43:00,3470922
2022-02-21 17:43:15,6955728
2022-02-21 17:43:30,6968393
2022-02-21 17:43:45,7098888
2022-02-21 17:44:00,7098888
2022-02-21 17:44:15,7098888
2022-02-21 17:44:30,7060522
2022-02-21 17:44:45,7374843
2022-02-21 17:45:00,7395590
2022-02-21 17:45:15,7404076
2022-02-21 17:45:30,7404076
2022-02-21 17:45:45,7078514
2022-02-21 17:46:00,7067462
2022-02-21 17:46:15,7721653
2022-02-21 17:46:30,7734317
2022-02-21 17:46:45,7735584
2022-02-21 17:47:00,7735584
2022-02-21 17:47:15,7332957
2022-02-21 17:47:30,7324831
2022-02-21 17:47:45,6897279
2022-02-21 17:48:00,6850998
2022-02-21 17:48:15,6402984
2022-02-21 17:48:30,6348284
2022-02-21 17:48:45,5883813
2022-02-21 17:49:00,5832038
2022-02-21 17:49:15,5361160
2022-02-21 17:49:30,5294410
2022-02-21 17:49:45,4824255
2022-02-21 17:50:00,4762494
2022-02-21 17:50:15,4281543
2022-02-21 17:50:30,4215517
2022-02-21 17:50:45,3737405
2022-02-21 17:51:00,3666549
2022-02-21 17:51:15,3191959
2022-02-21 17:51:30,3122264
2022-02-21 17:51:45,2644470
2022-02-21 17:52:00,2573047
2022-02-21 17:52:15,2085624
2022-02-21 17:52:30,2016275
2022-02-21 17:52:45,1528410
2022-02-21 17:53:00,1460417
2022-02-21 17:53:15,966239
2022-02-21 17:53:30,896111
2022-02-21 17:53:45,459130
2022-02-21 17:54:00,375673
2022-02-21 17:54:15,179932
2022-02-21 17:54:30,76838
2022-02-21 17:54:45,17985
2022-02-21 17:55:00,304
2022-02-21 17:55:15,295
2022-02-21 17:55:30,343
2022-02-21 17:55:45,418
2022-02-21 17:56:00,462
2022-02-21 17:56:15,346
2022-02-21 17:56:30,354
2022-02-21 17:56:45,392
2022-02-21 17:57:00,369
2022-02-21 17:57:15,208
2022-02-21 17:57:30,222
2022-02-21 17:57:45,291
2022-02-21 17:58:00,326
2022-02-21 17:58:15,225
2022-02-21 17:58:30,204
2022-02-21 17:58:45,111
2022-02-21 17:59:00,104
2022-02-21 17:59:15,236
2022-02-21 17:59:30,9511609
2022-02-21 17:59:45,9511609
2022-02-21 18:00:00,9582062
2022-02-21 18:00:15,9582062
2022-02-21 18:00:30,9582062
2022-02-21 18:00:45,9640248
2022-02-21 18:01:00,9658305
2022-02-21 18:01:15,9658305
2022-02-21 18:01:30,9658305
2022-02-21 18:01:45,9498409
2022-02-21 18:02:00,9498409
2022-02-21 18:02:15,9810764
2022-02-21 18:02:30,9835538
2022-02-21 18:02:45,9835565
2022-02-21 18:03:00,9835565
2022-02-21 18:03:15,
2022-02-21 18:03:30,9973120
2022-02-21 18:03:45,9973214
2022-02-21 18:04:00,9973214
2022-02-21 18:04:15,9731128
2022-02-21 18:04:30,10151365
2022-02-21 18:04:45,10168013
2022-02-21 18:05:00,10170428
2022-02-21 18:05:15,10170428
2022-02-21 18:05:30,9824527
2022-02-21 18:05:45,9809912
2022-02-21 18:06:00,9464498
2022-02-21 18:06:15,10405798
2022-02-21 18:06:30,10432767
2022-02-21 18:06:45,10432767
2022-02-21 18:07:00,10432767
2022-02-21 18:07:15,10008527
2022-02-21 18:07:30,10008527
2022-02-21 18:07:45,9521620
2022-02-21 18:08:00,9521620
2022-02-21 18:08:15,9025201
2022-02-21 18:08:30,9025201
2022-02-21 18:08:45,8522780
2022-02-21 18:09:00,8522780
2022-02-21 18:09:15,8002822
2022-02-21 18:09:30,8002822
2022-02-21 18:09:45,7491196
2022-02-21 18:10:00,7491196
2022-02-21 18:10:15,6980148
2022-02-21 18:10:30,6980148
2022-02-21 18:10:45,6483588
2022-02-21 18:11:00,6483588
2022-02-21 18:11:15,5996044
2022-02-21 18:11:30,5996044
2022-02-21 18:11:45,5509714
2022-02-21 18:12:00,5509714
2022-02-21 18:12:15,5028711
2022-02-21 18:12:30,5028711
2022-02-21 18:12:45,4554211
2022-02-21 18:13:00,4554211
2022-02-21 18:13:15,4078039
2022-02-21 18:13:30,4078039
2022-02-21 18:13:45,3610613
2022-02-21 18:14:00,3610613
2022-02-21 18:14:15,3141199
2022-02-21 18:14:30,3141199
2022-02-21 18:14:45,2677564
2022-02-21 18:15:00,2677564
2022-02-21 18:15:15,2217099
2022-02-21 18:15:30,2217099
2022-02-21 18:15:45,1767155
2022-02-21 18:16:00,1767155
2022-02-21 18:16:15,1336635
2022-02-21 18:16:30,1336635
2022-02-21 18:16:45,908814
2022-02-21 18:17:00,908814
2022-02-21 18:17:15,465008
2022-02-21 18:17:30,465008
2022-02-21 18:17:45,191375
2022-02-21 18:18:00,191399
2022-02-21 18:18:15,7544
2022-02-21 18:18:30,7583
2022-02-21 18:18:45,631
2022-02-21 18:19:00,758
2022-02-21 18:19:15,427
2022-02-21 18:19:30,429
2022-02-21 18:19:45,354
2022-02-21 18:20:00,438
2022-02-21 18:20:15,353
2022-02-21 18:20:30,359
2022-02-21 18:20:45,501
2022-02-21 18:21:00,577
2022-02-21 18:21:15,569
2022-02-21 18:21:30,593
2022-02-21 18:21:45,300
2022-02-21 18:22:00,328
2022-02-21 18:22:15,299
2022-02-21 18:22:30,374
2022-02-21 18:22:45,329
2022-02-21 18:23:00,16350891
2022-02-21 18:23:15,16350891
2022-02-21 18:23:30,16638989
2022-02-21 18:23:45,16638989
2022-02-21 18:24:00,16638989
2022-02-21 18:24:15,16638989
2022-02-21 18:24:30,16483056
2022-02-21 18:24:45,17124285
2022-02-21 18:25:00,17256560
2022-02-21 18:25:15,17269628
2022-02-21 18:25:30,17271737
2022-02-21 18:25:45,17716806
2022-02-21 18:26:00,17727300
2022-02-21 18:26:15,17730954
2022-02-21 18:26:30,17730954
2022-02-21 18:26:45,17430512
2022-02-21 18:27:00,17430512
2022-02-21 18:27:15,17090780
2022-02-21 18:27:30,17090780
2022-02-21 18:27:45,16741621
2022-02-21 18:28:00,16741621
2022-02-21 18:28:15,16389762
2022-02-21 18:28:30,16389762
2022-02-21 18:28:45,16022883
2022-02-21 18:29:00,16022883
2022-02-21 18:29:15,15637074
2022-02-21 18:29:30,15637074
2022-02-21 18:29:45,15245247
2022-02-21 18:30:00,15245247
2022-02-21 18:30:15,14859732
2022-02-21 18:30:30,14859732
2022-02-21 18:30:45,14473195
2022-02-21 18:31:00,14473195
2022-02-21 18:31:15,14089574
2022-02-21 18:31:30,14089574
2022-02-21 18:31:45,13712534
2022-02-21 18:32:00,13712534
2022-02-21 18:32:15,13342354
2022-02-21 18:32:30,13342354
2022-02-21 18:32:45,12950740
2022-02-21 18:33:00,12950740
2022-02-21 18:33:15,12561371
2022-02-21 18:33:30,12561371
2022-02-21 18:33:45,12168862
2022-02-21 18:34:00,12168862
2022-02-21 18:34:15,11769255
2022-02-21 18:34:30,11769255
2022-02-21 18:34:45,11358447
2022-02-21 18:35:00,11358447
2022-02-21 18:35:15,10936817
2022-02-21 18:35:30,10936817
2022-02-21 18:35:45,10526169
2022-02-21 18:36:00,10526169
2022-02-21 18:36:15,10134016
2022-02-21 18:36:30,10134016
2022-02-21 18:36:45,9705915
2022-02-21 18:37:00,9705915
2022-02-21 18:37:15,9275671
2022-02-21 18:37:30,9275671
2022-02-21 18:37:45,8841684
2022-02-21 18:38:00,8841684
2022-02-21 18:38:15,8402735
2022-02-21 18:38:30,8402735
2022-02-21 18:38:45,7953576
2022-02-21 18:39:00,7953576
2022-02-21 18:39:15,7494910
2022-02-21 18:39:30,7494910
2022-02-21 18:39:45,7038301
2022-02-21 18:40:00,7038301
2022-02-21 18:40:15,6572835
2022-02-21 18:40:30,6572835
2022-02-21 18:40:45,6105249
2022-02-21 18:41:00,6105249
2022-02-21 18:41:15,5659151
2022-02-21 18:41:30,5659151
2022-02-21 18:41:45,5183393
2022-02-21 18:42:00,5183393
2022-02-21 18:42:15,4713425
2022-02-21 18:42:30,4713425
2022-02-21 18:42:45,4228840
2022-02-21 18:43:00,4228840
2022-02-21 18:43:15,3735652
2022-02-21 18:43:30,3735652
2022-02-21 18:43:45,3234496
2022-02-21 18:44:00,3234496
2022-02-21 18:44:15,2727339
2022-02-21 18:44:30,2727339
2022-02-21 18:44:45,2221275
2022-02-21 18:45:00,2221275
2022-02-21 18:45:15,1688681
2022-02-21 18:45:30,1688681
2022-02-21 18:45:45,1158024
2022-02-21 18:46:00,1158040
2022-02-21 18:46:15,606654
2022-02-21 18:46:30,606673
2022-02-21 18:46:45,381070
2022-02-21 18:47:00,381110
2022-02-21 18:47:15,127682
2022-02-21 18:47:30,127717
2022-02-21 18:47:45,385
2022-02-21 18:48:00,391
2022-02-21 18:48:15,274
2022-02-21 18:48:30,274
2022-02-21 18:48:45,165
2022-02-21 18:49:00,321
2022-02-21 18:49:15,343
2022-02-21 18:49:30,347
2022-02-21 18:49:45,173
2022-02-21 18:50:00,203
2022-02-21 18:50:15,192
2022-02-21 18:50:30,192
2022-02-21 18:50:45,137
2022-02-21 18:51:00,178
2022-02-21 18:51:15,278
2022-02-21 18:51:30,26830796
2022-02-21 18:51:45,26813736
2022-02-21 18:52:00,26905130
2022-02-21 18:52:15,26905130
2022-02-21 18:52:30,26987251
2022-02-21 18:52:45,26995456
2022-02-21 18:53:00,26979723
2022-02-21 18:53:15,27043892
2022-02-21 18:53:30,27017192
2022-02-21 18:53:45,27081617
2022-02-21 18:54:00,27107436
2022-02-21 18:54:15,27107436
2022-02-21 18:54:30,27107436
2022-02-21 18:54:45,27075854
2022-02-21 18:55:00,27183385
2022-02-21 18:55:15,27183385
2022-02-21 18:55:30,27183385
2022-02-21 18:55:45,26717869
2022-02-21 18:56:00,26717869
2022-02-21 18:56:15,26182882
2022-02-21 18:56:30,26182882
2022-02-21 18:56:45,25645264
2022-02-21 18:57:00,25645264
2022-02-21 18:57:15,25086573
2022-02-21 18:57:30,25086573
2022-02-21 18:57:45,24513001
2022-02-21 18:58:00,24513001
2022-02-21 18:58:15,23939571
2022-02-21 18:58:30,23939571
2022-02-21 18:58:45,23360566
2022-02-21 18:59:00,23360566
2022-02-21 18:59:15,22778791
2022-02-21 18:59:30,22778791
2022-02-21 18:59:45,22192438
2022-02-21 19:00:00,22192438
2022-02-21 19:00:15,21611583
2022-02-21 19:00:30,21611583
2022-02-21 19:00:45,21035501
2022-02-21 19:01:00,21035501
2022-02-21 19:01:15,20467145
2022-02-21 19:01:30,20467145
2022-02-21 19:01:45,19890419
2022-02-21 19:02:00,19890419
2022-02-21 19:02:15,19310641
2022-02-21 19:02:30,19310641
2022-02-21 19:02:45,18738978
2022-02-21 19:03:00,18738978
2022-02-21 19:03:15,18167387
2022-02-21 19:03:30,18167387
2022-02-21 19:03:45,17598038
2022-02-21 19:04:00,17598038
2022-02-21 19:04:15,17032010
2022-02-21 19:04:30,17032010
2022-02-21 19:04:45,16484630
2022-02-21 19:05:00,16484630
2022-02-21 19:05:15,15948496
2022-02-21 19:05:30,15948496
2022-02-21 19:05:45,15395969
2022-02-21 19:06:00,15395969
2022-02-21 19:06:15,14849650
2022-02-21 19:06:30,14849650
2022-02-21 19:06:45,14308005
2022-02-21 19:07:00,14308005
2022-02-21 19:07:15,13766221
2022-02-21 19:07:30,13766221
2022-02-21 19:07:45,13227325
2022-02-21 19:08:00,13227325
2022-02-21 19:08:15,12691010
2022-02-21 19:08:30,12691010
2022-02-21 19:08:45,12159406
2022-02-21 19:09:00,12159406
2022-02-21 19:09:15,11632359
2022-02-21 19:09:30,11632359
2022-02-21 19:09:45,11129173
2022-02-21 19:10:00,11129173
2022-02-21 19:10:15,10633680
2022-02-21 19:10:30,10633680
2022-02-21 19:10:45,10140304
2022-02-21 19:11:00,10140304
2022-02-21 19:11:15,9646541
2022-02-21 19:11:30,9646541
2022-02-21 19:11:45,9150270
2022-02-21 19:12:00,9150270
2022-02-21 19:12:15,8658914
2022-02-21 19:12:30,8658914
2022-02-21 19:12:45,8174696
2022-02-21 19:13:00,8174696
2022-02-21 19:13:15,7693282
2022-02-21 19:13:30,7693282

